Unnamed: 0,author,statement,source,date,target,BinaryTarget,BinaryNumTarget,Fake,Real
1532,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1533,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1534,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1535,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1536,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1537,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1538,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1539,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1540,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1541,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1542,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1543,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1544,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1545,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1546,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1547,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1548,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1549,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1550,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1551,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1552,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1553,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1554,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1555,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1556,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1557,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1558,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1559,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1560,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1561,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1562,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1563,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1564,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1565,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1566,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1567,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1568,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1569,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1570,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1571,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1572,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1573,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1574,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1575,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1576,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1577,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1578,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1579,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1580,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1581,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1582,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1583,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1584,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1585,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1586,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1587,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1588,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1589,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1590,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1591,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1592,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1593,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1594,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1595,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1596,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1597,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1598,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
